term,count_a,count_b,log_odds,z
doença causada novo,151,35,1.1387047307327016,6.0705803818255815
senado rodrigo pacheco,102,9,2.103678957440234,6.052887757730001
novo coronavírus brasil,109,5,2.7569939990883174,6.033889259074442
oswaldo cruz fiocruz,139,3,3.5097193262560467,6.024262707857381
proposta emenda constituição,101,9,2.0938238703056413,6.022113095765702
marco aurélio mello,100,7,2.334878529970517,5.97602686270126
publicada diário oficial,98,11,1.8631833085535208,5.86180477206933
general eduardo pazuello,97,6,2.458329279303179,5.848234376181785
mato grosso sul,132,29,1.192189187493871,5.814100673364503
presidente câmara rodrigo,112,20,1.399279645794599,5.7654949432718325
depoimento cpi covid,94,10,1.9167244621294897,5.765079836615395
tribunal justiça stj,92,8,2.1181172705230367,5.749635980736418
casos novo coronavírus,115,3,3.320102254962345,5.686233688205543
secretaria estado saúde,90,6,2.3834096604223953,5.657186044098047
luís roberto barroso,171,50,0.9064887492160025,5.638788583044496
governo jair bolsonaro,315,126,0.5933796985124786,5.6294791796337975
flávio bolsonaro republicanos-rj,109,3,3.2665002264192626,5.590508679641598
milhões doses vacinas,90,5,2.5654036894107053,5.588721211095554
unidades terapia intensiva,93,4,2.8208510811047294,5.530781898123701
senador renan calheiros,100,17,1.4483628674749074,5.522315379613287
presidente senado rodrigo,84,8,2.027125754383281,5.481776531844614
contra covid-19 desenvolvida,84,6,2.314402158073351,5.481154572407004
terapia intensiva uti,90,4,2.7880535586999757,5.462715162418519
estado rio janeiro,178,56,0.8332943378665938,5.439098574992505
ministério relações exteriores,82,6,2.2902999877058097,5.419663599925499
oficial união dou,83,5,2.484417669125225,5.4003013728354246
vice-presidente hamilton mourão,95,16,1.4576491048158546,5.395512509111515
durante pandemia coronavírus,80,7,2.1116847534726553,5.361060261792135
presidente câmara deputados,115,26,1.1634417513012227,5.358488061976468
público federal mpf,81,9,1.8731017296525572,5.333638440532944
provocada novo coronavírus,79,7,2.099103792375221,5.326405595266783
marcelo crivella republicanos,79,8,1.9657455367494947,5.301210478447175
